username,player_id,timestamp,is_closed,is_former
0812leonliu,163496945,1656758775,False,False
1337nickb,12694412,1657145248,False,False
1960iron,17715836,1423432951,False,False
1v8n,26633668,1463431009,False,False
2heads,16057924,1513200078,False,False
a-marinho,159353297,1653504880,False,False
aaronchristopher96,49139072,1601070054,False,False
aaronleckinger,3155672,1602866005,False,False
aayuchampion,11284314,1599808622,False,False
acerb95,68263874,1655077445,False,False
aeh690,4609581,1368162767,False,False
aendayana77,45757856,1651671781,False,False
afcwheels22,172934249,1650635094,False,False
ahphoey,30278968,1658063294,0,1
aknightslayer,4270721,1384857198,False,False
al2fresco,11026586,1366734456,False,False
aldemir68,101029974,1652279863,False,False
aldooooo,7863896,1654809225,False,False
alfil_dadaista,29295688,1652554464,False,False
allenon,19701942,1653837300,False,False
alphabiero,47368904,0,0,1
alsonnik,26184988,1609930665,False,False
anarchic,11539682,1483991060,False,False
andrevlok2019,66607940,1658247749,False,False
andrew6706,18743650,1420032783,False,False
andriy_yaremovych,16328990,1652637795,False,False
andyd19,137111,1536672922,False,False
andythetee,31405328,1516112522,False,False
angieren007,7482382,1374309937,False,False
angl1an,187148587,1655981647,False,False
anita76,32981248,0,0,1
anthony008,30995004,1537551875,False,False
antreni,11141902,1381858289,0,1
april280,64669256,1605964449,False,False
aquajewel,64509804,0,0,1
ar7an,21482106,1654697696,False,False
arealeus,4560062,1516053281,False,False
arixegal,31478358,1627838571,False,False
arman_1986,12149864,1609577590,False,False
arnesmekens,26570826,1657458514,False,False
artemchamp76,73244538,1606979809,1,0
aston_phil,10398438,1406280039,False,False
atkanarkan,49678052,1660336310,False,False
ayetiqwin,46695208,1578872589,False,False
azizbai,34186570,1650511204,False,False
baduk_player,103110642,1616353375,1,0
baldy2k49,5508373,1550238207,False,False
ballbob1,5959998,1382297552,False,False
barca4life06,133719152,1648485445,0,1
bbaxley,15438274,1657486316,False,False
bcooollll,1520929,1573685725,False,False
beachstud,9412894,0,0,1
beanbennett,32331670,1540276853,False,False
beatthenoobs,97681210,1658170293,False,False
ben5bass,7021915,1640029866,False,False
beqa24,92522020,1653807444,False,False
bernardhgaskin,15856688,1427018867,False,False
biagio160,66419092,1574398220,False,False
bigboey78,182482503,1653227845,False,False
bill0007,6279581,1398447895,False,False
bishopbandit,6049397,1383045820,False,False
blackcountryman,26929738,1472296883,False,False
blagokos,18408846,0,0,1
blaze-87,17081728,1432313377,False,False
blewberg1066,416741,1492141529,False,False
bluebellann,99670306,1657834485,False,False
bluebird52,6367517,1409252256,False,False
bmk12,3244909,1522276342,False,False
boatiemax,5547434,1395216739,False,False
bojanptkc,91961090,1653830595,0,1
bombertank,5915557,1604664188,False,False
bonfireofthevanities,153176475,1656916483,False,False
boris_altman,10570680,1645300729,False,False
bostick,2035694,1490979178,False,False
bostongurka,2729041,1484046504,False,False
bot_boy,132635122,1646349684,False,False
br4v3hrt,13039294,1602142480,False,False
braamsa,37308188,1652470507,0,1
braindeadcz,56360928,1554377976,False,False
brustring,23980810,0,0,1
bukinistoleg1968,55788882,0,0,1
calico253,4873307,1367821047,False,False
canari20,167860775,1652559686,False,False
caniwi,4989033,1398196242,False,False
capeace,2595389,1630721043,False,False
cardiff,1698243,1374952397,False,False
cariocabotafogo,31067740,1657710299,False,False
carlosfandango,2343656,1517699143,False,False
carmpagano,2379743,1605557840,False,False
caromariva,81124674,1627193308,False,False
carpe_noctum,39371060,1523687655,1,0
carryhandleman,56873988,0,0,1
catalinviscu,7904628,1389530607,False,False
cbrough,6545312,1459861245,False,False
ccccretan,119785166,1653638876,False,False
ceejaysstar,6620069,1382101904,False,False
cerebralator,23725264,1459702943,False,False
chakqs,30679912,1652550946,False,False
charlottehk,15670760,1400148470,False,False
chavezo,2311052,1652509633,0,1
chazzers60,6539676,1605688864,False,False
checkorov,94577852,1620677140,False,False
checquem8,8915778,1433897869,False,False
cheech-420,22445032,1490517085,False,False
cherhan,13796660,1620309888,False,False
chessboarddarren,44686080,1609602228,False,False
chesschad200,28177560,1657670496,False,False
chessman1963,3156313,1522910255,False,False
chesspunk04,7296,1427957151,False,False
chessron99,96799100,1658699466,False,False
chesstiger7,11765428,1653166023,False,False
chesswizard2010,33538247,1525388301,1,0
chestermike,18743392,1515256382,False,False
chinguunb,103301358,1652483629,False,False
chrischess1,1851189,1451728884,False,False
chrisginger,21227704,1467662756,False,False
chriskill,20548132,1505503752,False,False
chuck2691,50718194,1628024629,False,False
cklose2000,3702867,1653748322,False,False
clawhammer72,2892533,1387434448,False,False
cocito18,38893102,1586416354,False,False
coconut00,20332574,1595346474,False,False
colben,7745216,1467822048,False,False
collapsum,7249341,1559801988,False,False
commonloser,64259676,1572363762,False,False
computergamer,11479692,1386005594,False,False
connor567,9687116,1507561784,False,False
cool-colin,4041357,1373462177,False,False
cornerpinplayer,8894526,1372696638,False,False
cosimawitch,12552112,1655833222,0,1
cputech,21499200,0,0,1
craigesk,28931774,1538046233,False,False
creatingchaos,37460402,1516112539,False,False
croftangry20,88470744,1646348113,0,1
crystaldragoneye,3729240,1565169205,False,False
cuths16,62419876,1565204177,False,False
czechmedved,162675419,1656706762,0,1
d76williams,24281128,1457795005,False,False
da3dalos,10388370,0,0,1
dan-ostler,2838305,1519569585,False,False
darrinm,23248498,1439487164,False,False
dave_1976,16235872,1433316069,False,False
daverose0106,2176725,1374626420,False,False
daveyboy04,2333987,1414598090,False,False
david05,2118482,1376667853,False,False
